study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB14744	SAMEA4344515	ERS1255964	ERX1608045	ERR1537217	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537217/ERR1537217.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537217/ERR1537217.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/PRRX2_ESAE_TGGGGT20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/PRRX2_ESAE_TGGGGT20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537217	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537217		
PRJEB14744	SAMEA4344516	ERS1255965	ERX1608046	ERR1537218	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537218/ERR1537218.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537218/ERR1537218.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/PRRX2_ESAE_TGGGGT20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/PRRX2_ESAE_TGGGGT20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537218	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537218		
PRJEB14744	SAMEA4344517	ERS1255966	ERX1608047	ERR1537219	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537219/ERR1537219.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537219/ERR1537219.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/PRRX2_ESAE_TGGGGT20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/PRRX2_ESAE_TGGGGT20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537219	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537219		
PRJEB14744	SAMEA4344518	ERS1255967	ERX1608048	ERR1537220	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537220/ERR1537220.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537220/ERR1537220.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/PRRX2_ESAE_TGGGGT20NGA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/PRRX2_ESAE_TGGGGT20NGA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537220	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537220		
PRJEB14744	SAMEA4344519	ERS1255968	ERX1608049	ERR1537221	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537221/ERR1537221.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537221/ERR1537221.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Prrx2_ESZ_TATGAA20NAGG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Prrx2_ESZ_TATGAA20NAGG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537221	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537221		
PRJEB14744	SAMEA4344520	ERS1255969	ERX1608050	ERR1537222	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537222/ERR1537222.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537222/ERR1537222.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Prrx2_ESZ_TATGAA20NAGG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Prrx2_ESZ_TATGAA20NAGG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537222	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537222		
PRJEB14744	SAMEA4344521	ERS1255970	ERX1608051	ERR1537223	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537223/ERR1537223.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537223/ERR1537223.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Prrx2_ESZ_TATGAA20NAGG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Prrx2_ESZ_TATGAA20NAGG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537223	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537223		
PRJEB14744	SAMEA4344522	ERS1255971	ERX1608052	ERR1537224	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537224/ERR1537224.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537224/ERR1537224.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Prrx2_ESZ_TATGAA20NAGG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Prrx2_ESZ_TATGAA20NAGG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537224	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537224		
PRJEB14744	SAMEA4344523	ERS1255972	ERX1608053	ERR1537225	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537225/ERR1537225.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537225/ERR1537225.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESAD_TATAGA20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESAD_TATAGA20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537225	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537225		
PRJEB14744	SAMEA4344524	ERS1255973	ERX1608054	ERR1537226	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537226/ERR1537226.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537226/ERR1537226.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESAD_TATAGA20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESAD_TATAGA20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537226	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537226		
PRJEB14744	SAMEA4344525	ERS1255974	ERX1608055	ERR1537227	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537227/ERR1537227.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537227/ERR1537227.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESAD_TATAGA20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESAD_TATAGA20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537227	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537227		
PRJEB14744	SAMEA4344526	ERS1255975	ERX1608056	ERR1537228	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537228/ERR1537228.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537228/ERR1537228.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESAD_TATAGA20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESAD_TATAGA20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537228	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537228		
PRJEB14744	SAMEA4344527	ERS1255976	ERX1608057	ERR1537229	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537229/ERR1537229.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537229/ERR1537229.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rara_ESP_TCGGTT20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rara_ESP_TCGGTT20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537229	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537229		
PRJEB14744	SAMEA4344528	ERS1255977	ERX1608058	ERR1537230	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537230/ERR1537230.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537230/ERR1537230.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rara_ESP_TCGGTT20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rara_ESP_TCGGTT20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537230	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537230		
PRJEB14744	SAMEA4344529	ERS1255978	ERX1608059	ERR1537231	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537231/ERR1537231.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537231/ERR1537231.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rara_ESP_TCGGTT20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rara_ESP_TCGGTT20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537231	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537231		
PRJEB14744	SAMEA4344530	ERS1255979	ERX1608060	ERR1537232	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537232/ERR1537232.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537232/ERR1537232.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rara_ESP_TCGGTT20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rara_ESP_TCGGTT20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537232	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537232		
PRJEB14744	SAMEA4344531	ERS1255980	ERX1608061	ERR1537233	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537233/ERR1537233.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537233/ERR1537233.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESQ_TAAAAT20NTA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESQ_TAAAAT20NTA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537233	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537233		
PRJEB14744	SAMEA4344532	ERS1255981	ERX1608062	ERR1537234	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537234/ERR1537234.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537234/ERR1537234.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESQ_TAAAAT20NTA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESQ_TAAAAT20NTA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537234	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537234		
PRJEB14744	SAMEA4344533	ERS1255982	ERX1608063	ERR1537235	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537235/ERR1537235.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537235/ERR1537235.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESQ_TAAAAT20NTA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESQ_TAAAAT20NTA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537235	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537235		
PRJEB14744	SAMEA4344534	ERS1255983	ERX1608064	ERR1537236	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537236/ERR1537236.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537236/ERR1537236.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESQ_TAAAAT20NTA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARA_ESQ_TAAAAT20NTA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537236	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537236		
PRJEB14744	SAMEA4344535	ERS1255984	ERX1608065	ERR1537237	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537237/ERR1537237.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537237/ERR1537237.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarb_ESP_TCGTGT20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarb_ESP_TCGTGT20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537237	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537237		
PRJEB14744	SAMEA4344536	ERS1255985	ERX1608066	ERR1537238	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537238/ERR1537238.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537238/ERR1537238.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarb_ESP_TCGTGT20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarb_ESP_TCGTGT20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537238	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537238		
PRJEB14744	SAMEA4344537	ERS1255986	ERX1608067	ERR1537239	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537239/ERR1537239.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537239/ERR1537239.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarb_ESP_TCGTGT20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarb_ESP_TCGTGT20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537239	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537239		
PRJEB14744	SAMEA4344538	ERS1255987	ERX1608068	ERR1537240	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537240/ERR1537240.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537240/ERR1537240.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarb_ESP_TCGTGT20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarb_ESP_TCGTGT20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537240	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537240		
PRJEB14744	SAMEA4344539	ERS1255988	ERX1608069	ERR1537241	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537241/ERR1537241.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537241/ERR1537241.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARB_ESW_TAGTTT20NTTT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARB_ESW_TAGTTT20NTTT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537241	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537241		
PRJEB14744	SAMEA4344540	ERS1255989	ERX1608070	ERR1537242	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537242/ERR1537242.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537242/ERR1537242.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARB_ESW_TAGTTT20NTTT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARB_ESW_TAGTTT20NTTT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537242	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537242		
PRJEB14744	SAMEA4344541	ERS1255990	ERX1608071	ERR1537243	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537243/ERR1537243.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537243/ERR1537243.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARB_ESW_TAGTTT20NTTT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARB_ESW_TAGTTT20NTTT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537243	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537243		
PRJEB14744	SAMEA4344542	ERS1255991	ERX1608072	ERR1537244	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537244/ERR1537244.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537244/ERR1537244.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARB_ESW_TAGTTT20NTTT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARB_ESW_TAGTTT20NTTT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537244	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537244		
PRJEB14744	SAMEA4344543	ERS1255992	ERX1608073	ERR1537245	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537245/ERR1537245.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537245/ERR1537245.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARG_ESAE_TCGGGG20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARG_ESAE_TCGGGG20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537245	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537245		
PRJEB14744	SAMEA4344544	ERS1255993	ERX1608074	ERR1537246	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537246/ERR1537246.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537246/ERR1537246.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARG_ESAE_TCGGGG20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARG_ESAE_TCGGGG20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537246	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537246		
PRJEB14744	SAMEA4344545	ERS1255994	ERX1608075	ERR1537247	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537247/ERR1537247.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537247/ERR1537247.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARG_ESAE_TCGGGG20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARG_ESAE_TCGGGG20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537247	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537247		
PRJEB14744	SAMEA4344546	ERS1255995	ERX1608076	ERR1537248	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537248/ERR1537248.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537248/ERR1537248.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARG_ESAE_TCGGGG20NGA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARG_ESAE_TCGGGG20NGA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537248	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537248		
PRJEB14744	SAMEA4344547	ERS1255996	ERX1608077	ERR1537249	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537249/ERR1537249.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537249/ERR1537249.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARG_ESY_TGTTAT20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARG_ESY_TGTTAT20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537249	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537249		
PRJEB14744	SAMEA4344548	ERS1255997	ERX1608078	ERR1537250	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537250/ERR1537250.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537250/ERR1537250.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARG_ESY_TGTTAT20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARG_ESY_TGTTAT20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537250	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537250		
PRJEB14744	SAMEA4344549	ERS1255998	ERX1608079	ERR1537251	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537251/ERR1537251.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537251/ERR1537251.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARG_ESY_TGTTAT20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RARG_ESY_TGTTAT20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537251	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537251		
PRJEB14744	SAMEA4344550	ERS1255999	ERX1608080	ERR1537252	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537252/ERR1537252.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537252/ERR1537252.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarg_ESZ_TATCTG20NTCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarg_ESZ_TATCTG20NTCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537252	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537252		
